DateKey,CalendarYear,CalendarYearLabel,CalendarHalfYearLabel,CalendarQuarterLabel,CalendarMonthLabel,CalendarWeekLabel,CalendarDayOfWeekLabel,FiscalYear,FiscalYearLabel,FiscalHalfYearLabel,FiscalQuarterLabel,FiscalMonthLabel,IsWorkDay,IsHoliday,EuropeSeason,NorthAmericaSeason,AsiaSeason,MonthNumber,CalendarDayOfWeekNumber
13/03/2022,2022,Year 2022,H1,Q1,March,Week 11,Thursday,2022,FiscalYear 2022,H1,Q1,Month 3,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,3,4
14/03/2022,2022,Year 2022,H1,Q1,March,Week 11,Friday,2022,FiscalYear 2022,H1,Q1,Month 3,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,3,5
15/03/2022,2022,Year 2022,H1,Q1,March,Week 11,Saturday,2022,FiscalYear 2022,H1,Q1,Month 3,WeekEnd,Yes,Spring/Business,Spring/Back to Business,Spring/Back to School,3,6
16/03/2022,2022,Year 2022,H1,Q1,March,Week 12,Sunday,2022,FiscalYear 2022,H1,Q1,Month 3,WeekEnd,Yes,Spring/Business,Spring/Back to Business,Spring/Back to School,3,7
17/03/2022,2022,Year 2022,H1,Q1,March,Week 12,Monday,2022,FiscalYear 2022,H1,Q1,Month 3,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,3,1
18/03/2022,2022,Year 2022,H1,Q1,March,Week 12,Tuesday,2022,FiscalYear 2022,H1,Q1,Month 3,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,3,2
19/03/2022,2022,Year 2022,H1,Q1,March,Week 12,Wednesday,2022,FiscalYear 2022,H1,Q1,Month 3,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,3,3
20/03/2022,2022,Year 2022,H1,Q1,March,Week 12,Thursday,2022,FiscalYear 2022,H1,Q1,Month 3,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,3,4
21/03/2022,2022,Year 2022,H1,Q1,March,Week 12,Friday,2022,FiscalYear 2022,H1,Q1,Month 3,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,3,5
22/03/2022,2022,Year 2022,H1,Q1,March,Week 12,Saturday,2022,FiscalYear 2022,H1,Q1,Month 3,WeekEnd,Yes,Spring/Business,Spring/Back to Business,Spring/Back to School,3,6
23/03/2022,2022,Year 2022,H1,Q1,March,Week 13,Sunday,2022,FiscalYear 2022,H1,Q1,Month 3,WeekEnd,Yes,Spring/Business,Spring/Back to Business,Spring/Back to School,3,7
24/03/2022,2022,Year 2022,H1,Q1,March,Week 13,Monday,2022,FiscalYear 2022,H1,Q1,Month 3,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,3,1
25/03/2022,2022,Year 2022,H1,Q1,March,Week 13,Tuesday,2022,FiscalYear 2022,H1,Q1,Month 3,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,3,2
26/03/2022,2022,Year 2022,H1,Q1,March,Week 13,Wednesday,2022,FiscalYear 2022,H1,Q1,Month 3,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,3,3
27/03/2022,2022,Year 2022,H1,Q1,March,Week 13,Thursday,2022,FiscalYear 2022,H1,Q1,Month 3,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,3,4
28/03/2022,2022,Year 2022,H1,Q1,March,Week 13,Friday,2022,FiscalYear 2022,H1,Q1,Month 3,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,3,5
29/03/2022,2022,Year 2022,H1,Q1,March,Week 13,Saturday,2022,FiscalYear 2022,H1,Q1,Month 3,WeekEnd,Yes,Spring/Business,Spring/Back to Business,Spring/Back to School,3,6
30/03/2022,2022,Year 2022,H1,Q1,March,Week 14,Sunday,2022,FiscalYear 2022,H1,Q1,Month 3,WeekEnd,Yes,Spring/Business,Spring/Back to Business,Spring/Back to School,3,7
31/03/2022,2022,Year 2022,H1,Q1,March,Week 14,Monday,2022,FiscalYear 2022,H1,Q1,Month 3,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,3,1
1/04/2022,2022,Year 2022,H1,Q2,April,Week 14,Tuesday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,2
2/04/2022,2022,Year 2022,H1,Q2,April,Week 14,Wednesday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,3
3/04/2022,2022,Year 2022,H1,Q2,April,Week 14,Thursday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,4
4/04/2022,2022,Year 2022,H1,Q2,April,Week 14,Friday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,5
5/04/2022,2022,Year 2022,H1,Q2,April,Week 14,Saturday,2022,FiscalYear 2022,H1,Q2,Month 4,WeekEnd,Yes,No Season,No Season,Spring/Back to School,4,6
6/04/2022,2022,Year 2022,H1,Q2,April,Week 15,Sunday,2022,FiscalYear 2022,H1,Q2,Month 4,WeekEnd,Yes,No Season,No Season,Spring/Back to School,4,7
7/04/2022,2022,Year 2022,H1,Q2,April,Week 15,Monday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,1
8/04/2022,2022,Year 2022,H1,Q2,April,Week 15,Tuesday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,2
9/04/2022,2022,Year 2022,H1,Q2,April,Week 15,Wednesday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,3
10/04/2022,2022,Year 2022,H1,Q2,April,Week 15,Thursday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,4
11/04/2022,2022,Year 2022,H1,Q2,April,Week 15,Friday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,5
12/04/2022,2022,Year 2022,H1,Q2,April,Week 15,Saturday,2022,FiscalYear 2022,H1,Q2,Month 4,WeekEnd,Yes,No Season,No Season,Spring/Back to School,4,6
13/04/2022,2022,Year 2022,H1,Q2,April,Week 16,Sunday,2022,FiscalYear 2022,H1,Q2,Month 4,WeekEnd,Yes,No Season,No Season,Spring/Back to School,4,7
14/04/2022,2022,Year 2022,H1,Q2,April,Week 16,Monday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,1
15/04/2022,2022,Year 2022,H1,Q2,April,Week 16,Tuesday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,2
16/04/2022,2022,Year 2022,H1,Q2,April,Week 16,Wednesday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,3
17/04/2022,2022,Year 2022,H1,Q2,April,Week 16,Thursday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,4
18/04/2022,2022,Year 2022,H1,Q2,April,Week 16,Friday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,5
19/04/2022,2022,Year 2022,H1,Q2,April,Week 16,Saturday,2022,FiscalYear 2022,H1,Q2,Month 4,WeekEnd,Yes,No Season,No Season,Spring/Back to School,4,6
20/04/2022,2022,Year 2022,H1,Q2,April,Week 17,Sunday,2022,FiscalYear 2022,H1,Q2,Month 4,WeekEnd,Yes,No Season,No Season,Spring/Back to School,4,7
21/04/2022,2022,Year 2022,H1,Q2,April,Week 17,Monday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,1
22/04/2022,2022,Year 2022,H1,Q2,April,Week 17,Tuesday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,2
23/04/2022,2022,Year 2022,H1,Q2,April,Week 17,Wednesday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,3
24/04/2022,2022,Year 2022,H1,Q2,April,Week 17,Thursday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,4
25/04/2022,2022,Year 2022,H1,Q2,April,Week 17,Friday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,5
26/04/2022,2022,Year 2022,H1,Q2,April,Week 17,Saturday,2022,FiscalYear 2022,H1,Q2,Month 4,WeekEnd,Yes,No Season,No Season,Spring/Back to School,4,6
27/04/2022,2022,Year 2022,H1,Q2,April,Week 18,Sunday,2022,FiscalYear 2022,H1,Q2,Month 4,WeekEnd,Yes,No Season,No Season,Spring/Back to School,4,7
28/04/2022,2022,Year 2022,H1,Q2,April,Week 18,Monday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,1
29/04/2022,2022,Year 2022,H1,Q2,April,Week 18,Tuesday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,2
30/04/2022,2022,Year 2022,H1,Q2,April,Week 18,Wednesday,2022,FiscalYear 2022,H1,Q2,Month 4,WorkDay,No,No Season,No Season,Spring/Back to School,4,3
1/05/2022,2022,Year 2022,H1,Q2,May,Week 18,Thursday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,4
2/05/2022,2022,Year 2022,H1,Q2,May,Week 18,Friday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,5
3/05/2022,2022,Year 2022,H1,Q2,May,Week 18,Saturday,2022,FiscalYear 2022,H1,Q2,Month 5,WeekEnd,Yes,No Season,No Season,Tax Time/Summer,5,6
4/05/2022,2022,Year 2022,H1,Q2,May,Week 19,Sunday,2022,FiscalYear 2022,H1,Q2,Month 5,WeekEnd,Yes,No Season,No Season,Tax Time/Summer,5,7
5/05/2022,2022,Year 2022,H1,Q2,May,Week 19,Monday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,1
6/05/2022,2022,Year 2022,H1,Q2,May,Week 19,Tuesday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,2
7/05/2022,2022,Year 2022,H1,Q2,May,Week 19,Wednesday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,3
8/05/2022,2022,Year 2022,H1,Q2,May,Week 19,Thursday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,4
9/05/2022,2022,Year 2022,H1,Q2,May,Week 19,Friday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,5
10/05/2022,2022,Year 2022,H1,Q2,May,Week 19,Saturday,2022,FiscalYear 2022,H1,Q2,Month 5,WeekEnd,Yes,No Season,No Season,Tax Time/Summer,5,6
11/05/2022,2022,Year 2022,H1,Q2,May,Week 20,Sunday,2022,FiscalYear 2022,H1,Q2,Month 5,WeekEnd,Yes,No Season,No Season,Tax Time/Summer,5,7
12/05/2022,2022,Year 2022,H1,Q2,May,Week 20,Monday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,1
13/05/2022,2022,Year 2022,H1,Q2,May,Week 20,Tuesday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,2
14/05/2022,2022,Year 2022,H1,Q2,May,Week 20,Wednesday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,3
15/05/2022,2022,Year 2022,H1,Q2,May,Week 20,Thursday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,4
16/05/2022,2022,Year 2022,H1,Q2,May,Week 20,Friday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,5
17/05/2022,2022,Year 2022,H1,Q2,May,Week 20,Saturday,2022,FiscalYear 2022,H1,Q2,Month 5,WeekEnd,Yes,No Season,No Season,Tax Time/Summer,5,6
18/05/2022,2022,Year 2022,H1,Q2,May,Week 21,Sunday,2022,FiscalYear 2022,H1,Q2,Month 5,WeekEnd,Yes,No Season,No Season,Tax Time/Summer,5,7
19/05/2022,2022,Year 2022,H1,Q2,May,Week 21,Monday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,1
20/05/2022,2022,Year 2022,H1,Q2,May,Week 21,Tuesday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,2
21/05/2022,2022,Year 2022,H1,Q2,May,Week 21,Wednesday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,3
22/05/2022,2022,Year 2022,H1,Q2,May,Week 21,Thursday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,4
23/05/2022,2022,Year 2022,H1,Q2,May,Week 21,Friday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,5
24/05/2022,2022,Year 2022,H1,Q2,May,Week 21,Saturday,2022,FiscalYear 2022,H1,Q2,Month 5,WeekEnd,Yes,No Season,No Season,Tax Time/Summer,5,6
25/05/2022,2022,Year 2022,H1,Q2,May,Week 22,Sunday,2022,FiscalYear 2022,H1,Q2,Month 5,WeekEnd,Yes,No Season,No Season,Tax Time/Summer,5,7
26/05/2022,2022,Year 2022,H1,Q2,May,Week 22,Monday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,1
27/05/2022,2022,Year 2022,H1,Q2,May,Week 22,Tuesday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,2
28/05/2022,2022,Year 2022,H1,Q2,May,Week 22,Wednesday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,3
29/05/2022,2022,Year 2022,H1,Q2,May,Week 22,Thursday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,4
30/05/2022,2022,Year 2022,H1,Q2,May,Week 22,Friday,2022,FiscalYear 2022,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,5
31/05/2022,2022,Year 2022,H1,Q2,May,Week 22,Saturday,2022,FiscalYear 2022,H1,Q2,Month 5,WeekEnd,Yes,No Season,No Season,Tax Time/Summer,5,6
1/06/2022,2022,Year 2022,H1,Q2,June,Week 23,Sunday,2022,FiscalYear 2022,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,7
2/06/2022,2022,Year 2022,H1,Q2,June,Week 23,Monday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,1
3/06/2022,2022,Year 2022,H1,Q2,June,Week 23,Tuesday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,2
4/06/2022,2022,Year 2022,H1,Q2,June,Week 23,Wednesday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,3
5/06/2022,2022,Year 2022,H1,Q2,June,Week 23,Thursday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,4
6/06/2022,2022,Year 2022,H1,Q2,June,Week 23,Friday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,5
7/06/2022,2022,Year 2022,H1,Q2,June,Week 23,Saturday,2022,FiscalYear 2022,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,6
8/06/2022,2022,Year 2022,H1,Q2,June,Week 24,Sunday,2022,FiscalYear 2022,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,7
9/06/2022,2022,Year 2022,H1,Q2,June,Week 24,Monday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,1
10/06/2022,2022,Year 2022,H1,Q2,June,Week 24,Tuesday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,2
11/06/2022,2022,Year 2022,H1,Q2,June,Week 24,Wednesday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,3
12/06/2022,2022,Year 2022,H1,Q2,June,Week 24,Thursday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,4
13/06/2022,2022,Year 2022,H1,Q2,June,Week 24,Friday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,5
14/06/2022,2022,Year 2022,H1,Q2,June,Week 24,Saturday,2022,FiscalYear 2022,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,6
15/06/2022,2022,Year 2022,H1,Q2,June,Week 25,Sunday,2022,FiscalYear 2022,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,7
16/06/2022,2022,Year 2022,H1,Q2,June,Week 25,Monday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,1
17/06/2022,2022,Year 2022,H1,Q2,June,Week 25,Tuesday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,2
18/06/2022,2022,Year 2022,H1,Q2,June,Week 25,Wednesday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,3
19/06/2022,2022,Year 2022,H1,Q2,June,Week 25,Thursday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,4
20/06/2022,2022,Year 2022,H1,Q2,June,Week 25,Friday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,5
21/06/2022,2022,Year 2022,H1,Q2,June,Week 25,Saturday,2022,FiscalYear 2022,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,6
22/06/2022,2022,Year 2022,H1,Q2,June,Week 26,Sunday,2022,FiscalYear 2022,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,7
23/06/2022,2022,Year 2022,H1,Q2,June,Week 26,Monday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,1
24/06/2022,2022,Year 2022,H1,Q2,June,Week 26,Tuesday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,2
25/06/2022,2022,Year 2022,H1,Q2,June,Week 26,Wednesday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,3
26/06/2022,2022,Year 2022,H1,Q2,June,Week 26,Thursday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,4
27/06/2022,2022,Year 2022,H1,Q2,June,Week 26,Friday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,5
28/06/2022,2022,Year 2022,H1,Q2,June,Week 26,Saturday,2022,FiscalYear 2022,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,6
29/06/2022,2022,Year 2022,H1,Q2,June,Week 27,Sunday,2022,FiscalYear 2022,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,7
30/06/2022,2022,Year 2022,H1,Q2,June,Week 27,Monday,2022,FiscalYear 2022,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,1
1/07/2022,2022,Year 2022,H2,Q3,July,Week 27,Tuesday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,2
2/07/2022,2022,Year 2022,H2,Q3,July,Week 27,Wednesday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,3
3/07/2022,2022,Year 2022,H2,Q3,July,Week 27,Thursday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,4
4/07/2022,2022,Year 2022,H2,Q3,July,Week 27,Friday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,5
5/07/2022,2022,Year 2022,H2,Q3,July,Week 27,Saturday,2022,FiscalYear 2022,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,6
6/07/2022,2022,Year 2022,H2,Q3,July,Week 28,Sunday,2022,FiscalYear 2022,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,7
7/07/2022,2022,Year 2022,H2,Q3,July,Week 28,Monday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,1
8/07/2022,2022,Year 2022,H2,Q3,July,Week 28,Tuesday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,2
9/07/2022,2022,Year 2022,H2,Q3,July,Week 28,Wednesday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,3
10/07/2022,2022,Year 2022,H2,Q3,July,Week 28,Thursday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,4
11/07/2022,2022,Year 2022,H2,Q3,July,Week 28,Friday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,5
12/07/2022,2022,Year 2022,H2,Q3,July,Week 28,Saturday,2022,FiscalYear 2022,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,6
13/07/2022,2022,Year 2022,H2,Q3,July,Week 29,Sunday,2022,FiscalYear 2022,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,7
14/07/2022,2022,Year 2022,H2,Q3,July,Week 29,Monday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,1
15/07/2022,2022,Year 2022,H2,Q3,July,Week 29,Tuesday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,2
16/07/2022,2022,Year 2022,H2,Q3,July,Week 29,Wednesday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,3
17/07/2022,2022,Year 2022,H2,Q3,July,Week 29,Thursday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,4
18/07/2022,2022,Year 2022,H2,Q3,July,Week 29,Friday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,5
19/07/2022,2022,Year 2022,H2,Q3,July,Week 29,Saturday,2022,FiscalYear 2022,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,6
20/07/2022,2022,Year 2022,H2,Q3,July,Week 30,Sunday,2022,FiscalYear 2022,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,7
21/07/2022,2022,Year 2022,H2,Q3,July,Week 30,Monday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,1
22/07/2022,2022,Year 2022,H2,Q3,July,Week 30,Tuesday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,2
23/07/2022,2022,Year 2022,H2,Q3,July,Week 30,Wednesday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,3
24/07/2022,2022,Year 2022,H2,Q3,July,Week 30,Thursday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,4
25/07/2022,2022,Year 2022,H2,Q3,July,Week 30,Friday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,5
26/07/2022,2022,Year 2022,H2,Q3,July,Week 30,Saturday,2022,FiscalYear 2022,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,6
27/07/2022,2022,Year 2022,H2,Q3,July,Week 31,Sunday,2022,FiscalYear 2022,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,7
28/07/2022,2022,Year 2022,H2,Q3,July,Week 31,Monday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,1
29/07/2022,2022,Year 2022,H2,Q3,July,Week 31,Tuesday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,2
30/07/2022,2022,Year 2022,H2,Q3,July,Week 31,Wednesday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,3
31/07/2022,2022,Year 2022,H2,Q3,July,Week 31,Thursday,2022,FiscalYear 2022,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,4
1/08/2022,2022,Year 2022,H2,Q3,August,Week 31,Friday,2022,FiscalYear 2022,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,5
2/08/2022,2022,Year 2022,H2,Q3,August,Week 31,Saturday,2022,FiscalYear 2022,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,6
3/08/2022,2022,Year 2022,H2,Q3,August,Week 32,Sunday,2022,FiscalYear 2022,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,7
4/08/2022,2022,Year 2022,H2,Q3,August,Week 32,Monday,2022,FiscalYear 2022,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,1
5/08/2022,2022,Year 2022,H2,Q3,August,Week 32,Tuesday,2022,FiscalYear 2022,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,2
6/08/2022,2022,Year 2022,H2,Q3,August,Week 32,Wednesday,2022,FiscalYear 2022,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,3
7/08/2022,2022,Year 2022,H2,Q3,August,Week 32,Thursday,2022,FiscalYear 2022,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,4
8/08/2022,2022,Year 2022,H2,Q3,August,Week 32,Friday,2022,FiscalYear 2022,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,5
9/08/2022,2022,Year 2022,H2,Q3,August,Week 32,Saturday,2022,FiscalYear 2022,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,6
10/08/2022,2022,Year 2022,H2,Q3,August,Week 33,Sunday,2022,FiscalYear 2022,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,7
11/08/2022,2022,Year 2022,H2,Q3,August,Week 33,Monday,2022,FiscalYear 2022,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,1
12/08/2022,2022,Year 2022,H2,Q3,August,Week 33,Tuesday,2022,FiscalYear 2022,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,2
13/08/2022,2022,Year 2022,H2,Q3,August,Week 33,Wednesday,2022,FiscalYear 2022,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,3
